label,claim,model,readability,word_pos,claim_id,binary_label
FC,1731 مَشْرُوع_noun 2 ChatGPT يعتبر مشروع نيوم في المملكة العربية السعودية أحد أكبر,المشاريع,,في,,correct
FI,2003 أَوْسَط_adj_comp 2 ChatGPT تشمل دول الشرق الأوسط السعودية والإمارات وقطر والكويت وعمان والبحرين والعراق,وسوريا,,والأردن,,incorrect
FC,2240 حالِيّ_adj 3 GPT4 يعتبر النيل النهر الأطول في العالم، ويمر بالعديد من الدول الأفريقية مثل مصر والسودان وإثيوبيا، ويعتمد عليه ملايين الأشخاص في حياتهم اليومية من حيث المياه والزراعة,والنقل,,الوقت,,correct
FC,1170 أَنْتَ_pron 1 GPT4 أنت تحتاج إلى شرب حوالي 2 لتر من الماء يومياً,للحفاظ,,ترطيب,,correct
FC,1193 عالَم_noun 1 ChatGPT يعتبر العالم العربي موطنًا للعديد من,الجامعات,,في,,correct
FC,"8214 ضابِط_noun 1 ChatGPT فاز الفيلم الكوري الجنوبي ""باراسايت"" بجائزة الأوسكار لأفضل",فيلم,,عام,2020.0,correct
FI,1859 شَخْص_noun 1 GPT4 يعتبر عامر خان شخص مشهور في بوليوود وحقق نجاحات,عديدة,,مجال,,incorrect
FC,53 كان_verb 1 ChatGPT كانت القاهرة عاصمة مصر,منذ,,العاشر,,correct
FI,2347 رَغْم_noun 3 GPT4 رغم أن العربية هي اللغة الرسمية في المغرب، فإن الأمازيغية تعتبر لغة رسمية,أيضًا,,عام,2011.0,incorrect
FC,1719 حَرَكَة_noun 1 GPT4 حركة الشباب المجاهدين هي جماعة إسلامية متطرفة تعمل في,الصومال,,الأفكار,,correct
FC,8163 تَأْثِير_noun 2 ChatGPT تأثير النوم الجيد على الصحة يمكن أن يقلل من خطر الإصابة,بأمراض,,والسكتة,,correct
FC,4327 وُصُول_noun 1 GPT4 يعتبر وصول المغرب إلى كأس العالم لكرة القدم لأول,مرة,,عام,1970.0,correct
FC,4567 صار_verb 2 GPT4 صار الدينار الكويتي أعلى عملة في,العالم,,حيث,,correct
FC,5804 ٱِهْتِمام_noun 1 ChatGPT يجب على الأطباء الاهتمام بتقديم,الرعاية,,الجيدة,,correct
FC,9445 قادِر_adj 3 ChatGPT المعلمون قادرون على تأثير حيوي على,حياة,,وتشكيل,,correct
FC,"9566 صارُوخ_noun 1 GPT4 صاروخ ""فوستوك 1"" الروسي أطلق يوري جاغرين إلى الفضاء ليصبح أول إنسان يدور حول",الأرض,,عام,1961.0,correct
FC,7929 فِرْقَة_noun 2 GPT4 فرقة الروك المصرية مسار إجباري تأسست في عام 1999 وتعتبر واحدة من الفرق العربية,البارزة,,الموسيقى,,correct
FI,7697 رَبّ_noun 1 GPT4 تأسست دار الأوبرا القاهرة في عام 1869 وتعتبر من أهم,المعالم,,في,,incorrect
FI,3774 فَتْح_noun 1 ChatGPT تمتلك الولايات المتحدة الأمريكية أكبر جيش في العالم وتمتلك,ترسانة,,من,,incorrect
FC,3898 خَيْر_noun 1 GPT4 تعتبر منظمة الخير العالمية واحدة من أهم المنظمات الإنسانية,العاملة,,مستوى,,correct
FC,8132 دُسْتُور_noun 4 ChatGPT دستور المملكة العربية السعودية يعتمد على,القرآن,,والسنة,,correct
FI,207 كُلّ_noun_quant 1 GPT4 كل مكونات الخلية الحية تتكون من البروتينات,والدهون,,والأحماض,,incorrect
FC,1116 مُتَّحِد_adj 3 GPT4 الولايات المتحدة الأمريكية هي دولة تضم 50 ولاية,متحدة,,واشنطن,,correct
FC,1405 ذُو_noun 3 ChatGPT المرض النفسي ذو الشخصية الانقسامية هو حالة تتميز بانقسام,الشخصية,,شخصيات,,correct
FC,2701 قائِد_noun 2 ChatGPT قائد الجيش العربي السوري,هو,,بشار,,correct
FC,1803 إِذْ_conj_sub 3 ChatGPT إذ يعد الإسلام ثاني أكبر ديانة,في,,بعد,,correct
FC,5929 سَجَّل_verb 1 GPT4 سجل السلطان سليمان القانوني طوال فترة حكمه العديد,من,,والمواجهات,,correct
FC,2134 وَجَب_verb 3 ChatGPT وجب تجنب تناول الأطعمة الدهنية,للحفاظ,,صحة,,correct
FC,4276 مات_verb 1 GPT4 مات الخليفة العباسي هارون الرشيد في مدينة,طوس,,عام,,correct
FC,2673 شَعَر_verb 1 ChatGPT يتميز الشعر العربي بالقوافي والأوزان المتنوعة، مما يجعله,فناً,,عن,,correct
FI,6240 أَعَدّ_verb 3 GPT4 أعد العالم توماس أديسون مصباحًا كهربائيًا,مبتكرًا,,الفلمنت,,incorrect
FC,8379 كَأَنَّما_part 3 GPT4 كأنما استخدم العرب الفلك لتحديد الاتجاهات والمواقيت,والتواريخ,,القرون,,correct
FC,6440 حَمْلَة_noun 4 GPT4 شهدت حملة الانتخابات الرئاسية الأمريكية في عام 2020 تنافسا حادا بين المرشحين,دونالد,,وجو,,correct
FI,9880 جَوْلَة_noun 2 GPT4 تقع جولة الشهداء الكويتية في مدينة الكويت وهي,نصب,,لضحايا,,incorrect
FC,3035 مَوْقِف_noun 2 ChatGPT تم تغيير موقف الحكومة الأمريكية بشأن الاتفاق النووي مع,إيران,,انسحابها,,correct
FC,2850 طَرَف_noun 4 GPT4 يقع نهر الطرف في المغرب,ويشتهر,,النباتي,,correct
FC,3549 فَتْرَة_noun 1 GPT4 فترة الحكم الفاطمي على مصر بدأت عام 969م,واستمرت,,عام,,correct
FC,341 أَمْر_noun 2 ChatGPT أمريكا هي,أكبر,,في,,correct
FC,2169 كَأَنَّ_verb_pseudo 1 GPT4 كأن جبل أحد يقع شمال المدينة المنورة,ويعتبر,,المعالم,,correct
FC,2041 مَرْكَز_noun 2 ChatGPT مركز الأمم المتحدة للتجارة والتنمية,يقع,,جنيف،,,correct
FC,6817 إِصْلاح_noun 2 GPT4 بدأ إصلاح التعليم في المملكة العربية السعودية بعد,تأسيسها,,عام,1932.0,correct
FI,7201 لِسان_noun 1 ChatGPT اللسان هو عضو في,الجهاز,,والتنفسي,,incorrect
FC,3784 تارِيخ_noun 1 ChatGPT تاريخ الحضارة الفينيقية يعود إلى,الألف,,قبل,,correct
FC,6199 تَقْدِيم_noun 2 GPT4 يُعتبر تقديم الاختبارات الموحدة للقبول في الجامعات، مثل اختبار التوفل والايلتس، من ضمن متطلبات,الالتحاق,,التخصصات,,correct
FC,6720 نَجْم_noun 1 GPT4 نجم السينما المصرية عادل إمام ولد في 17 مايو 1940 وهو أحد أشهر,الممثلين,,العالم,,correct
FC,7552 ال_part_det 1 ChatGPT الكعبة المشرفة هي بيت الله الحرام في مكة المكرمة وهي,أقدس,,في,,correct
FC,1074 عام_noun 2 ChatGPT يحتفل العالم باليوم العالمي للمياه في 22,مارس,,كل,,correct
FC,4129 ٱِعْتَقَد_verb 2 GPT4 اعتقد كوبرنيك أن الكواكب تدور حول الشمس، وهو,ما,,بنظرية,,correct
FC,4220 إِطْلاق_noun 4 GPT4 قامت الصين بإطلاق أول قمر صناعي,لها,,عام,1970.0,correct
FI,5836 رابِع_adj_num 1 GPT4 الرابع عشر من يوليو,يوم,,في,,incorrect
FC,451 عَرَف_verb 1 ChatGPT إن الخليج العربي هو تابع للمحيط الهندي ويحده من الشمال,الغربي,,الجزيرة,,correct
FC,2064 مِئَة_noun_num 1 ChatGPT يعتبر العدد المئة أكبر عدد يمكن تقسيمه على 2 ونفسه,وليس,,عوامل,,correct
FC,5772 إِقامَة_noun 2 ChatGPT يجب على الأجانب الحاصلين على تأشيرة دخول للمملكة العربية السعودية,الحصول,,تصريح,,correct
FC,7886 صَحِيح_adj 1 GPT4 صحيح أن القمر يبعد عن,الأرض,,"384,400",,correct
FC,1368 لَدَى_noun 3 GPT4 لدى الجبال الصخرية الكندية أكبر تركيز من,الأنهار,,بخارطة,,correct
FC,2379 عَدَم_noun 4 GPT4 يعود سبب عدم توازن النظام البيئي في الغابات المطيرة,إلى,,الأشجار,,correct
FC,9359 هائِل_adj 3 GPT4 نشر توماس الفا إديسون أول جريدة تسجيل,صوتي,,عام,1877.0,correct
FC,2058 إِنْسان_noun 1 GPT4 تبلغ فترة الحمل عند,الإنسان,,280,,correct
FC,4388 ما_pron_rel 3 GPT4 يحتوي الماء ما نسبته 70%,من,,الجسم,,correct
FI,9726 خَدَم_noun 1 GPT4 الخدم المنزلية تعتبر من أهم القطاعات الاقتصادية في,عدة,,حول,,incorrect
FC,861 هُناكَ_adv 1 ChatGPT هناك 22,دولة,,في,,correct
FI,496 أَحَد_noun 1 GPT4 لا يحتوي الهواء,على,,بنسبة,,incorrect
FC,1677 أَهْل_noun 1 GPT4 أهل البيت هم عائلة النبي محمد صلى الله عليه وسلم، ويشمل ذلك زوجاته,وأبنائه,,أقاربه,,correct
FI,7721 أَحْمَر_adj 1 ChatGPT اللون الأحمر هو لون ثانوي يتكون,من,,الأصفر,,incorrect
FC,5065 طالِب_noun 1 ChatGPT يجب على الطالب الاستعداد جيدًا للاختبارات النهائية والامتحانات الوطنية,لتحقيق,,في,,correct
FC,851 حُكُومَة_noun 2 ChatGPT تعتبر حكومة الإمارات العربية المتحدة من أكثر,الحكومات,,في,,correct
FC,190 هُوَ_pron 1 GPT4 هو ماري كوري هو أول شخص يفوز بجائزة نوبل في,مجالين,,الفيزياء,,correct
FC,1515 بَلَغ_verb 3 ChatGPT جعل الله القرآن الكريم,دليلاً,,في,,correct
FI,1295 أَعْلَن_verb 3 ChatGPT أعلنت الحكومة الأردنية عن تخفيض أسعار الكهرباء,للمواطنين,,عام,2021.0,incorrect
FC,2917 دار_noun 2 GPT4 تأسست دار الأوبرا المصرية في عام 1988,وهي,,في,,correct
FC,5838 رابِع_adj_num 1 GPT4 الرابع من يوليو هو اليوم,الوطني,,المتحدة,,correct
FC,3613 رَسْمِيّ_adj 3 ChatGPT الدين الرسمي في المملكة,العربية,,هو,,correct
FI,6759 فَرْد_noun 3 GPT4 فاز الفرد المغربي هشام الگروج ببطولة العالم لألعاب القوى في نسختها,السادسة,,عام,2001.0,incorrect
FC,34 عَلَى_prep 1 ChatGPT يعتبر النفط هو المورد الأساسي للاقتصاد السعودي، حيث تعتمد الدولة على صادرات,النفط,,الدخل,,correct
FC,3671 مَوْلَى_noun 2 ChatGPT كان المولى في العصور الإسلامية شخصًا يتمتع بالحرية والاستقلالية ويعمل,كمساعد,,أو,,correct
FI,6429 إِرْهاب_noun 3 GPT4 أعلنت الأمم المتحدة 21 سبتمبر,يوما,,لمكافحة,,incorrect
FC,7891 واسِع_adj 1 ChatGPT المحيط الهادئ هو أوسع,مساحة,,في,,correct
FC,290 ثُمَّ_conj 2 GPT4 ثم تم اكتشاف البنسلين على يد العالم الإسكتلندي الكسندر,فلمنج,,عام,1928.0,correct
FC,3214 قَضَى_verb 3 ChatGPT قضى القانون بحظر التمييز بين,الجنسين,,مكان,,correct
FI,7694 رَبّ_noun 1 ChatGPT يعتقد المسيحيون أن ربهم,هو,,الواحد,,incorrect
FC,1545 حَدِيث_noun 1 ChatGPT يوجد العديد من الكتب التي تتحدث,عن,,النبوي,,correct
FC,1490 أَشار_verb 4 GPT4 أشار التقرير الطبي إلى أن التدخين يزيد من خطر الإصابة بالعديد,من,,المزمنة,,correct
FC,"577 آن_noun 4 GPT4 آن فرانك كتبت مذكراتها ""يوميات آن فرانك"" أثناء إخفاءها من النازيين",خلال,,العالمية,,correct
FC,7693 رَبّ_noun 1 ChatGPT رب الكعبة,هو,,في,,correct
FC,9477 شَعْبِيّ_adj 4 GPT4 تتميز المأكولات الشعبية بتنوعها وبساطتها,واعتمادها,,المكونات,,correct
FC,8707 حَبِيب_noun 1 GPT4 حبيب بورقيبة هو أول رئيس لجمهورية تونس المستقلة وواحد من,مؤسسي,,الوطنية,,correct
FC,2275 سُلْطَة_noun 3 ChatGPT يمكن استخدام الزيتون والجبن والفطر,في,,سلطة,,correct
FC,4065 جِهاز_noun 1 ChatGPT جهاز التحكم عن بعد يستخدم,للتحكم,,الأجهزة,,correct
FC,7340 شَرّ_noun 1 GPT4 يعتبر النيل أطول وأشهر شريان,مائي,,مصر,,correct
FC,7837 ٱِتَّهَم_verb 3 GPT4 اتهمت هيومن رايتس ووتش القوات المصرية بارتكاب تعذيب خلال,الثورة,,في,2011.0,correct
FC,1318 لَوْ_conj_sub 1 GPT4 لوحات الموناليزا والعشاء الأخير هما من,أشهر,,ليوناردو,,correct
FC,4495 مَرّ_verb 1 ChatGPT يستخدم المر في صناعة,العطور,,الطبية,,correct
FC,1115 مُتَّحِد_adj 3 ChatGPT الاتحاد الافريقي هو تحالف متحد لدول القارة,الأفريقية,,55,,correct
FC,85 الَّذِي_pron_rel 3 ChatGPT الذي يعد أكبر دولة في العالم من حيث,عدد,,هي,,correct
FC,2819 مَرْحَلَة_noun 3 GPT4 في السنة الأولى من الحياة، يمر الطفل بمرحلة الرضاعة التي تكون فيها الحليب الأم,هو,,الرئيسي,,correct
FC,8333 حَجَر_noun 1 ChatGPT يعتبر الحجر من أقدم المواد التي,استخدمها,,في,,correct
FC,6919 مَوْسِم_noun 3 GPT4 يشهد موسم الحج إقبال المسلمين من جميع أنحاء العالم لأداء فريضة,الحج,,مكة,,correct
